Id,target
154,27.48448050306929
155,141.77315252979662
156,347.6638002134045
157,216.71478315614354
158,27.850216581824007
159,-38.86962917334896
160,-172.83773295188138
161,12.379395081978332
162,299.1527698966175
163,75.71912689703008
164,-22.563630981607513
165,156.11231622040606
166,-157.158160372287
167,141.0309696552951
168,171.0766389255375
169,-47.021142477813484
170,64.92060009092671
171,97.79692418979201
172,94.33438144029783
173,31.151576340247253
174,173.99951550023883
175,-151.4698061415291
176,-94.05855650787014
177,-170.231434797953
178,-18.85112610794229
179,-107.31056139031567
180,-15.517949750993782
181,-58.92298874428189
182,-75.7814626196085
183,66.99405622300068
184,-69.17161388672365
185,89.12245398394967
186,-57.75788679520125
187,-109.59965879396815
188,-77.92781560602779
189,186.4226698176583
190,-41.808881465290014
191,219.23013088339297
192,-57.02757298916047
193,-84.52976160134169
194,47.278667845571064
195,-0.08221639580838502
196,71.55879555244377
197,-61.5888963016493
198,210.0427379592657
199,-139.0580542317361
200,-97.1862447732759
201,-116.3803248874127
202,24.939901274784333
203,54.93052982567173
204,150.98045903973536
205,47.118516953941246
206,92.27853952600792
207,171.69438535490667
208,-271.2743358737413
209,-174.74726467605865
210,-105.49092500739363
211,-83.29172400210697
212,28.83752222520403
213,-50.78756530245566
214,77.89571829522593
215,-19.736315172741364
216,-53.014297760648724
217,-29.428686992509576
218,65.80101198870526
219,91.81192511220574
220,-83.82105291095324
221,-148.0738926667965
222,49.113732716639916
223,239.24740184121174
224,-47.98513200921077
225,15.70780183460279
226,-62.103831243060384
227,12.111989962586403
228,10.429799920301956
229,39.81414542864961
230,116.15869699454504
231,18.629011916165503
232,-107.85803663998641
233,46.08127319031683
234,99.90014016285588
235,-90.36349505455851
236,-175.41327126119018
237,169.08576154384855
238,108.67875931102677
239,61.97168202973284
240,-9.177824354064866
241,-25.177337053395537
242,-46.97336132087783
243,-171.72682260903633
244,-65.31697849700795
245,-28.35266153339353
246,-171.97169872029048
247,-28.055883623308432
248,34.31312062785324
249,-122.15134927801135
250,16.9277509843196
251,-1.3498965658183701
252,-255.7096399030579
253,-255.42891632787473
254,-167.2149157935362
255,46.83487832316275
256,130.45335496929704
257,71.29994181003009
258,120.31079540150118
259,94.12306269898609
260,21.338121335145914
261,-308.0157380158905
262,188.0073102333523
263,-130.96882900982234
264,-44.91094868232444
265,-85.35781969125361
266,-88.4337881354937
267,137.0505444406822
268,162.9328845038582
269,-41.20615371718799
270,-142.72125937746006
271,113.04329395300672
272,-19.634955674358945
273,88.67881004324673
274,106.49174109917128
275,25.426751528945623
276,-51.67397024933524
277,-27.867465977367928
278,29.891927384897148
279,74.33926047549778
280,28.075712925336287
281,-129.73930494100074
282,-15.368542310648515
283,-12.429068869292028
284,-128.02928904103635
285,162.09299240446632
286,-10.757321434744027
287,-133.9195075592068
288,207.09334765208405
289,48.5681323752372
290,93.85188603480736
291,30.621691108714735
292,206.71383622500673
293,-40.02085583603743
294,-31.501795698192282
295,-41.68495273497568
296,52.10565137240821
297,-64.46165650854346
298,94.07701719975523
299,-84.8260681686586
300,-95.47204573934992
301,-25.44135779819217
302,-90.08869764973085
303,-24.104112157437182
304,60.11170550279769
305,-33.81268417800522
306,-75.49027589865759
307,-180.02371008641626
308,-165.16427123421045
309,40.52984037782164
310,79.54158908822258
311,302.5492213608932
312,128.26638644888988
313,130.25304681309558
314,51.93426922501177
315,-22.19797033986388
316,183.6906371549121
317,-59.05174896685078
318,128.89334666008156
319,153.0401276222981
320,-33.87321719623998
321,-203.30746532137755
322,-98.95641189049648
323,5.120020545837484
324,-44.746871309763804
325,-38.03562133599744
326,158.7588651892218
327,134.42715505529708
328,25.10706898143474
329,-89.61237400810538
330,187.40336545620193
331,-65.7050704446651
332,64.67823585110727
333,78.75809474994385
334,99.60455138004421
335,-105.66198786536795
336,114.12963367446972
337,-35.39893054976967
338,88.33137272505206
339,-83.0570166730909
340,-202.54403236562626
341,158.5279804591749
342,-93.70823994978925
343,64.80039391296877
344,126.15410988191942
345,31.27847680527605
346,-176.16239410596864
347,-34.34785370338927
348,-47.44404369926497
349,-117.4814387462976
350,11.744955444074026
351,-89.60406731498622
352,-40.01458847182169
353,-164.77081046888912
354,-219.7133089465873
355,4.9587776762587525
356,-207.76755547582871
357,186.12738916058362
358,-9.771561772511086
359,17.89388035301795
360,33.943658165558816
361,240.9678795802654
362,-28.299323118390483
363,134.1208347706522
364,57.45140421836118
365,10.091378244553002
366,-88.14781083276677
367,-11.580375635845272
368,225.03281368061687
369,-14.89746673969491
370,-139.37939020550021
371,-50.399255844200745
372,-94.4708007700924
373,7.706609905148989
374,-15.173008231680804
375,-62.8402260503688
376,-17.163771368136327
377,-173.94404898723963
378,-123.99014934117135
379,45.10075503822682
380,-38.26738023358941
381,-159.08524509136612
382,87.68533345238521
383,-1.0265088817043528
384,133.50307916349846
385,-46.89165490691497
386,2.3344303668203152
387,174.09658736471084
388,170.400784225954
389,45.31137478632308
390,-27.383412550851048
391,59.49929987923871
392,111.74340496015623
393,-37.174791915687535
394,-69.2490223688229
395,-82.99240394647984
396,-188.0358178746128
397,126.0788752045783
398,65.32234947981686
399,56.40482945882844
